input,expected_output
"{""user_context"": ""Fill out job application form using my stored information"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""job application"", ""stored""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.94, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Generate a UML diagram of our system"", ""context_metadata"": {""urls"": [], ""tags"": [""UML"", ""our system""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.93, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Download sales reports automatically from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""sales"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.87, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Jot down important points about team decisions"", ""context_metadata"": {""urls"": [], ""tags"": [""important"", ""team decisions""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Create an email draft for the team about project update"", ""context_metadata"": {""urls"": [""https://example.com/portal""], ""tags"": [""the team"", ""project update""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.92, ""reasoning"": ""User wants to draft or compose an email, matching DRAFT_EMAIL task type.""}"
"{""user_context"": ""Configure automatic download for analytics reports"", ""context_metadata"": {""urls"": [""https://app.example.com/admin""], ""tags"": [""analytics"", ""configure""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.92, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Block calendar time for team meeting on next Friday"", ""context_metadata"": {""urls"": [""https://app.example.com/admin""], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.92, ""reasoning"": ""User wants to create a calendar event, matching CREATE_CALENDAR_EVENT task type.""}"
"{""user_context"": ""Draw a network diagram representing the process"", ""context_metadata"": {""urls"": [], ""tags"": [""network"", ""the process""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.86, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Make a process diagram illustrating the design"", ""context_metadata"": {""urls"": [], ""tags"": [""process"", ""the design""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.85, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Capture the pricing table from the portal"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/admin""], ""tags"": [""pricing"", ""the portal""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.9, ""reasoning"": ""User wants to capture or pull table information, indicating table extraction functionality.""}"
"{""user_context"": ""Jot down important points about project requirements"", ""context_metadata"": {""urls"": [], ""tags"": [""important"", ""project requirements""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.92, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Add this document to my collection of knowledge"", ""context_metadata"": {""urls"": [], ""tags"": [""collection"", ""this document""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.9, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Generate a Google Sheets document with inventory levels"", ""context_metadata"": {""urls"": [], ""tags"": [""sheets"", ""inventory levels""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.93, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Take notes on the meeting discussion about Q4 planning"", ""context_metadata"": {""urls"": [], ""tags"": [""meeting"", ""notes""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.95, ""reasoning"": ""User explicitly requests to take notes on a meeting discussion, which directly maps to the NOTE_TAKING task type.""}"
"{""user_context"": ""Check headphones prices across various online stores"", ""context_metadata"": {""urls"": [""https://app.example.com/products""], ""tags"": [""headphones"", ""online""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.89, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Schedule team meeting in calendar for next Friday"", ""context_metadata"": {""urls"": [], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.91, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Extract customer from database and put it in a sheet"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""extract"", ""customer""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.93, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Write an email about status report to my manager"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""status report"", ""my manager""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.93, ""reasoning"": ""Task requires email composition functionality.""}"
"{""user_context"": ""Draw a process diagram for analysis"", ""context_metadata"": {""urls"": [], ""tags"": [""process"", ""analysis""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.91, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Draft an email to the client about meeting summary"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting summary""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.93, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Get the data table from the website"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""data"", ""the website""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.91, ""reasoning"": ""Request involves extracting structured table data from a webpage or source.""}"
"{""user_context"": ""Automatically fetch weekly reports from the system"", ""context_metadata"": {""urls"": [], ""tags"": [""weekly"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.88, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Get the comparison table from the dashboard"", ""context_metadata"": {""urls"": [""https://example.com/reports""], ""tags"": [""comparison"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.94, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Capture the customer table from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""customer"", ""the portal""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.91, ""reasoning"": ""User wants to capture or pull table information, indicating table extraction functionality.""}"
"{""user_context"": ""Get weekly reports downloaded automatically"", ""context_metadata"": {""urls"": [""https://www.app.com/docs""], ""tags"": [""weekly"", ""automatically""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.88, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Download analytics reports automatically from the system"", ""context_metadata"": {""urls"": [], ""tags"": [""analytics"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.91, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Write an email to the team discussing project update"", ""context_metadata"": {""urls"": [""https://portal.example.com/dashboard""], ""tags"": [""the team"", ""project update""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Add this article to my learning database"", ""context_metadata"": {""urls"": [""https://www.portal.com/docs""], ""tags"": [""learning"", ""this article""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.87, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Check which website has the lowest price for tablets"", ""context_metadata"": {""urls"": [], ""tags"": [""lowest"", ""tablets""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.92, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Create a workbook for monitoring sales with fields: name, email, phone"", ""context_metadata"": {""urls"": [""https://www.api.com/portal""], ""tags"": [""workbook"", ""monitoring sales""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.94, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Create tasks related to project tasks"", ""context_metadata"": {""urls"": [], ""tags"": [""related"", ""project tasks""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.91, ""reasoning"": ""Task requires creating todo items or task management entries.""}"
"{""user_context"": ""Plot a map of delivery points in the state"", ""context_metadata"": {""urls"": [""https://www.api.com/portal""], ""tags"": [""plot"", ""the state""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.86, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Block calendar time for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [""https://www.portal.com/reports""], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Extract the table data from this webpage"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/products""], ""tags"": [""table"", ""this webpage""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.94, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Archive this tutorial in my knowledge vault"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/dashboard""], ""tags"": [""vault"", ""this tutorial""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.89, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Download all the financial statements from the portal automatically"", ""context_metadata"": {""urls"": [""https://portal.example.com/financials""], ""tags"": [""financial"", ""statements""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.9, ""reasoning"": ""Automatically downloading financial statements requires automated report downloading capabilities.""}"
"{""user_context"": ""Create a calendar event for client call on tomorrow"", ""context_metadata"": {""urls"": [], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.93, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Save this document to my personal knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""personal"", ""this document""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.95, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
