input,expected_output
"{""urls"": null, ""context"": ""Tidy Tech Digest - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""Tidy Tech Digest - Week of 2026-02-06"", ""tags"": [""curated links"", ""weekly digest"", ""newsletter""], ""content"": ""Tidy Tech Digest - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": null, ""context"": ""AI Weekly Brief - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""AI Weekly Brief - Week of 2026-02-06"", ""tags"": [""industry updates"", ""weekly digest""], ""content"": ""AI Weekly Brief - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": [""https://example.com/newsletter/375-1"", ""https://example.com/newsletter/538-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/newsletter/375-1"", ""title"": ""Data Strategy Memo - Week of 2026-02-06"", ""tags"": [""weekly digest"", ""industry updates"", ""curated links"", ""newsletter""], ""content"": ""Data Strategy Memo - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos. Source URL: https://example.com/newsletter/375-1"", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}, {""url"": ""https://example.com/newsletter/538-2"", ""title"": ""Tidy Tech Digest - Week of 2026-02-06"", ""tags"": [""curated links"", ""industry updates"", ""weekly digest"", ""newsletter""], ""content"": ""Tidy Tech Digest - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos. Source URL: https://example.com/newsletter/538-2"", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": null, ""context"": ""Tidy Tech Digest - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""Tidy Tech Digest - Week of 2026-02-06"", ""tags"": [""weekly digest"", ""newsletter""], ""content"": ""Tidy Tech Digest - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos."", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": [""https://example.com/newsletter/177-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/newsletter/177-1"", ""title"": ""Data Strategy Memo - Week of 2026-02-06"", ""tags"": [""newsletter"", ""weekly digest"", ""curated links""], ""content"": ""Data Strategy Memo - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos. Source URL: https://example.com/newsletter/177-1"", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": [""https://example.com/newsletter/481-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/newsletter/481-1"", ""title"": ""AI Weekly Brief - Week of 2026-02-06"", ""tags"": [""weekly digest"", ""newsletter"", ""curated links"", ""industry updates""], ""content"": ""AI Weekly Brief - Week of 2026-02-06\n\nHighlights: feature releases, benchmark results, and customer stories. Links point to deeper reads and demos. Source URL: https://example.com/newsletter/481-1"", ""short_summary"": ""This newsletter summarizes key product launches and market signals. It highlights three startups, one regulatory update, and one tool demo. The closing note calls for feedback on next week's focus.""}]}"
"{""urls"": [""https://example.com/linkedin/489-1"", ""https://example.com/linkedin/501-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/linkedin/489-1"", ""title"": ""LinkedIn post by Wyatt Wilson"", ""tags"": [""career update"", ""professional networking""], ""content"": ""Wyatt Wilson \u00b7 3rd degree connection \u00b7 Product Manager at Kite Logistics \u00b7 Austin. Update: shipped a customer analytics dashboard and improved onboarding. Source URL: https://example.com/linkedin/489-1"", ""short_summary"": ""Wyatt Wilson shares a professional update as a Product Manager at Kite Logistics. The post mentions recent project wins and teamwork lessons in Austin. They invite connections for collaboration and mentorship.""}, {""url"": ""https://example.com/linkedin/501-2"", ""title"": ""LinkedIn post by Ethan Lee"", ""tags"": [""contact information"", ""career update"", ""professional networking"", ""LinkedIn profile""], ""content"": ""Ethan Lee \u00b7 3rd degree connection \u00b7 Staff Engineer at BrightFlow \u00b7 Berlin. Update: shipped a customer analytics dashboard and improved onboarding. Source URL: https://example.com/linkedin/501-2"", ""short_summary"": ""Ethan Lee shares a professional update as a Staff Engineer at BrightFlow. The post mentions recent project wins and teamwork lessons in Berlin. They invite connections for collaboration and mentorship.""}]}"
"{""urls"": [""https://example.com/linkedin/405-1"", ""https://example.com/linkedin/794-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/linkedin/405-1"", ""title"": ""LinkedIn post by Aria Clark"", ""tags"": [""LinkedIn profile"", ""professional networking"", ""contact information"", ""career update""], ""content"": ""Aria Clark \u00b7 3rd degree connection \u00b7 Data Scientist at Riverstone Health \u00b7 Austin. Update: shipped a customer analytics dashboard and improved onboarding. Source URL: https://example.com/linkedin/405-1"", ""short_summary"": ""Aria Clark shares a professional update as a Data Scientist at Riverstone Health. The post mentions recent project wins and teamwork lessons in Austin. They invite connections for collaboration and mentorship.""}, {""url"": ""https://example.com/linkedin/794-2"", ""title"": ""LinkedIn post by Leah Davis"", ""tags"": [""career update"", ""contact information""], ""content"": ""Leah Davis \u00b7 3rd degree connection \u00b7 Staff Engineer at Atlas AI \u00b7 Sydney. Update: shipped a customer analytics dashboard and improved onboarding. Source URL: https://example.com/linkedin/794-2"", ""short_summary"": ""Leah Davis shares a professional update as a Staff Engineer at Atlas AI. The post mentions recent project wins and teamwork lessons in Sydney. They invite connections for collaboration and mentorship.""}]}"
"{""urls"": null, ""context"": ""Mia Wilson \u00b7 3rd degree connection \u00b7 Operations Manager at Summit Retail \u00b7 Sydney. Update: shipped a customer analytics dashboard and improved onboarding."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""LinkedIn post by Mia Wilson"", ""tags"": [""career update"", ""contact information""], ""content"": ""Mia Wilson \u00b7 3rd degree connection \u00b7 Operations Manager at Summit Retail \u00b7 Sydney. Update: shipped a customer analytics dashboard and improved onboarding."", ""short_summary"": ""Mia Wilson shares a professional update as a Operations Manager at Summit Retail. The post mentions recent project wins and teamwork lessons in Sydney. They invite connections for collaboration and mentorship.""}]}"
"{""urls"": null, ""context"": ""Hannah Young \u00b7 3rd degree connection \u00b7 Marketing Lead at BrightFlow \u00b7 Sydney. Update: shipped a customer analytics dashboard and improved onboarding."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""LinkedIn post by Hannah Young"", ""tags"": [""LinkedIn profile"", ""contact information"", ""professional networking"", ""career update""], ""content"": ""Hannah Young \u00b7 3rd degree connection \u00b7 Marketing Lead at BrightFlow \u00b7 Sydney. Update: shipped a customer analytics dashboard and improved onboarding."", ""short_summary"": ""Hannah Young shares a professional update as a Marketing Lead at BrightFlow. The post mentions recent project wins and teamwork lessons in Sydney. They invite connections for collaboration and mentorship.""}]}"
